displayName,active,aliases,notes,details
American European Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Cherry Hill"",""hidden_state"":""New Jersey"",""hidden_street"":""2250 Chapel Avenue West"",""hidden_website"":""merchantsgroup.com"",""hidden_zipcode"":""08002"",""hidden_group_name"":""American European Group"",""hidden_naic_number"":""23337""}}"
American Family Connect Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Madison"",""hidden_email"":""statuatoryreporting@amfam.com"",""hidden_phone"":""920-330-5100"",""hidden_state"":""Wisconsin"",""hidden_street"":""6000 American Parkway"",""hidden_website"":""www.connectbyamfam.com"",""hidden_zipcode"":""53783"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""American Family Insurance Group"",""hidden_naic_number"":""12504""}}"
American Family Connect Property and Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Madison"",""hidden_email"":""statuatoryreporting@amfam.com"",""hidden_phone"":""920-330-5100"",""hidden_state"":""Wisconsin"",""hidden_street"":""6000 American Parkway"",""hidden_website"":""www.connectbyamfam.com"",""hidden_zipcode"":""53783"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""American Family Insurance Group"",""hidden_naic_number"":""29068""}}"
American Family Home Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Cincinnati"",""hidden_state"":""Ohio"",""hidden_street"":""PO Box 5323"",""hidden_website"":""www.amig.com"",""hidden_zipcode"":""45201"",""hidden_domicile"":""Florida"",""hidden_group_name"":""Munich Reinsurance Group"",""hidden_naic_number"":""23450""}}"
American Fire and Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.lmac.com"",""hidden_zipcode"":""02116"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""24066""}}"
American Guarantee and Liability Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Schaumburg"",""hidden_phone"":""847-605-6000"",""hidden_state"":""Illinois"",""hidden_street"":""1299 Zurich Way"",""hidden_website"":""www.zurichna.com"",""hidden_zipcode"":""60196"",""hidden_domicile"":""New York"",""hidden_group_name"":""Zurich Insurance Group"",""hidden_naic_number"":""26247""}}"
American Hallmark Insurance Company of Texas,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Dallas"",""hidden_state"":""Texas"",""hidden_street"":""5420 Lyndon B Johnson Fwy, Suite 1100"",""hidden_website"":""www.hallmarkgrp.com"",""hidden_zipcode"":""75240"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Hallmark Financial Services Group"",""hidden_naic_number"":""43494""}}"
American Home Assurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_phone"":""212-770-7000"",""hidden_state"":""New York"",""hidden_street"":""1271 Avenue Of The Americas, Floor 37"",""hidden_website"":""www.aig.com"",""hidden_zipcode"":""10020"",""hidden_domicile"":""New York"",""hidden_group_name"":""American International Group"",""hidden_naic_number"":""19380""}}"
American Interstate Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Omaha"",""hidden_phone"":""337-463-9052"",""hidden_state"":""Nebraska"",""hidden_street"":""13321 California Street, Suite 310"",""hidden_website"":""www.amerisafe.com"",""hidden_zipcode"":""68154"",""hidden_domicile"":""Nebraska"",""hidden_group_name"":""Amerisafe Group"",""hidden_naic_number"":""31895""}}"
American Modern Home Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Cincinnati"",""hidden_phone"":""513-721-3010"",""hidden_state"":""Ohio"",""hidden_street"":""PO Box 85323"",""hidden_website"":""www.amig.com"",""hidden_zipcode"":""45201"",""hidden_domicile"":""Ohio"",""hidden_group_name"":""Munich Reinsurance Group"",""hidden_naic_number"":""23469""}}"
"American Pacific Insurance Company, Inc.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Honolulu"",""hidden_state"":""Hawaii"",""hidden_street"":""500 Ala Moana Boulevard, Suite 400-400"",""hidden_website"":""www.farmershawaii.com"",""hidden_zipcode"":""96813"",""hidden_domicile"":""Hawaii"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""10805""}}"
American Pet Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Seattle"",""hidden_email"":""compliance@americanpetinsurance.com"",""hidden_phone"":""888-738-7478"",""hidden_state"":""Washington"",""hidden_street"":""6100 4th Ave S, Apic"",""hidden_zipcode"":""98108"",""hidden_domicile"":""New York"",""hidden_group_name"":""Trupanion Group"",""hidden_naic_number"":""12190""}}"
American Reliable Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Everett"",""hidden_state"":""Pennsylvania"",""hidden_street"":""10591 Lincoln Highway"",""hidden_zipcode"":""15537"",""hidden_domicile"":""Arizona"",""hidden_group_name"":""Everett Mutual Group"",""hidden_naic_number"":""19615""}}"
American Road Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Dearborn"",""hidden_state"":""Michigan"",""hidden_street"":""PO Box 6027"",""hidden_zipcode"":""48121"",""hidden_domicile"":""Michigan"",""hidden_naic_number"":""19631""}}"
American Security Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Atlanta"",""hidden_phone"":""770-763-1000"",""hidden_state"":""Georgia"",""hidden_street"":""260 Interstate North Circle, SE"",""hidden_website"":""www.assurant.com"",""hidden_zipcode"":""30339"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Assurant Inc Grp"",""hidden_naic_number"":""42978""}}"
American Sentinel Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Bradenton"",""hidden_email"":""compliance_americas@iptiq.com"",""hidden_phone"":""914-828-8000"",""hidden_state"":""Florida"",""hidden_street"":""1301 6th Avenue West"",""hidden_zipcode"":""34205"",""hidden_domicile"":""Missouri"",""hidden_group_name"":""Sunz Holdings LLC Group"",""hidden_naic_number"":""17965""}}"
American Southern Home Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Cincinnati"",""hidden_phone"":""800-543-2644"",""hidden_state"":""Ohio"",""hidden_street"":""PO Box 5323"",""hidden_website"":""www.amig.com"",""hidden_zipcode"":""45201"",""hidden_domicile"":""Florida"",""hidden_group_name"":""Munich Reinsurance Group"",""hidden_naic_number"":""41998""}}"
American Southern Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Atlanta"",""hidden_phone"":""404-266-9599"",""hidden_state"":""Georgia"",""hidden_street"":""PO Box 723030"",""hidden_website"":""www.amsou.com"",""hidden_zipcode"":""31139"",""hidden_domicile"":""Kansas"",""hidden_group_name"":""Atlantic American Group"",""hidden_naic_number"":""10235""}}"
American States Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.safeco.com"",""hidden_zipcode"":""02116"",""hidden_domicile"":""Indiana"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""19704""}}"
American Transit Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Freeport"",""hidden_state"":""New York"",""hidden_street"":""5 Broadway"",""hidden_website"":""www.american-transit.com"",""hidden_zipcode"":""11520"",""hidden_domicile"":""New York"",""hidden_naic_number"":""16616""}}"
American Underwriters Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Morristown"",""hidden_state"":""New Jersey"",""hidden_street"":""305 Madison Avenue"",""hidden_zipcode"":""07962"",""hidden_domicile"":""Arkansas"",""hidden_group_name"":""Fairfax Group"",""hidden_naic_number"":""10251""}}"
American Zurich Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Schaumburg"",""hidden_phone"":""847-605-3348"",""hidden_state"":""Illinois"",""hidden_street"":""1299 Zurich Way"",""hidden_website"":""www.zurichna.com"",""hidden_zipcode"":""60196"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Zurich Insurance Group"",""hidden_naic_number"":""40142""}}"
Amerisure Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Farmington Hills"",""hidden_phone"":""810-827-9635"",""hidden_state"":""Michigan"",""hidden_street"":""PO Box 2060"",""hidden_website"":""www.amerisure.com"",""hidden_zipcode"":""48333"",""hidden_domicile"":""Michigan"",""hidden_group_name"":""Amerisure Companies"",""hidden_naic_number"":""19488""}}"
Amerisure Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Farmington Hills"",""hidden_phone"":""800-253-1900"",""hidden_state"":""Michigan"",""hidden_street"":""26777 Halsted Road, PO Box 2060"",""hidden_website"":""www.amerisure.com"",""hidden_zipcode"":""48333"",""hidden_domicile"":""Michigan"",""hidden_group_name"":""Amerisure Companies"",""hidden_naic_number"":""23396""}}"
Amerisure Partners Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Farmington Hills"",""hidden_state"":""Michigan"",""hidden_street"":""26777 Halsted Road"",""hidden_zipcode"":""48331"",""hidden_domicile"":""Michigan"",""hidden_group_name"":""Amerisure Companies"",""hidden_naic_number"":""11050""}}"
Amica Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Providence"",""hidden_phone"":""800-992-6422"",""hidden_state"":""Rhode Island"",""hidden_street"":""PO Box 6008"",""hidden_website"":""www.amica.com"",""hidden_zipcode"":""02940"",""hidden_domicile"":""Rhode Island"",""hidden_group_name"":""Amica Mutual Group"",""hidden_naic_number"":""19976""}}"
Amica Property and Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Providence"",""hidden_phone"":""800-652-6422"",""hidden_state"":""Rhode Island"",""hidden_street"":""PO Box 6008"",""hidden_website"":""www.amica.com"",""hidden_zipcode"":""02940"",""hidden_domicile"":""Rhode Island"",""hidden_group_name"":""Amica Mutual Group"",""hidden_naic_number"":""12287""}}"
Amica c/o Prizm [Electronic],true,,,
Amtrust North America (WC),true,,,"{""_hiddenImportFields"":{""hidden_city"":""Cleveland"",""hidden_state"":""Ohio"",""hidden_street"":""PO Box 98404"",""hidden_zipcode"":""44101""}}"
"Arbella Protection Insurance Company, Inc.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Quincy"",""hidden_state"":""Massachusetts"",""hidden_street"":""PO Box 9174"",""hidden_website"":""www.arbella.com"",""hidden_zipcode"":""02269"",""hidden_group_name"":""Massachusetts Arbella Insurance Group"",""hidden_naic_number"":""41360""}}"
Arch Indemnity Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Jersey City"",""hidden_state"":""New Jersey"",""hidden_street"":""Harborside 3, 210 Hudson Street, Suite 300"",""hidden_website"":""www.archinsurance.com"",""hidden_zipcode"":""07311"",""hidden_domicile"":""Missouri"",""hidden_group_name"":""Arch Insurance Group"",""hidden_naic_number"":""30830""}}"
Arch Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Jersey City"",""hidden_state"":""New Jersey"",""hidden_street"":""Harborside 3, 210 Hudson Street, Suite 300"",""hidden_website"":""www.archinsurance.com"",""hidden_zipcode"":""07311"",""hidden_domicile"":""Missouri"",""hidden_group_name"":""Arch Insurance Group"",""hidden_naic_number"":""11150""}}"
Arch Reinsurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Morristown"",""hidden_phone"":""973-898-9575"",""hidden_state"":""New Jersey"",""hidden_street"":""360 Kemble Avenue, PO Box 1988"",""hidden_website"":""www.archreco.com"",""hidden_zipcode"":""07962"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Arch Insurance Group"",""hidden_naic_number"":""10348""}}"
Arch Wilsure Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Jersey City"",""hidden_email"":""edichiara@archinsurance.com"",""hidden_phone"":""201-743-4000"",""hidden_state"":""New Jersey"",""hidden_street"":""Harborside 3, 210 Hudson Street, Suite 300"",""hidden_website"":""www.professionalsdirect.com"",""hidden_zipcode"":""07311"",""hidden_domicile"":""Missouri"",""hidden_group_name"":""Arch Insurance Group"",""hidden_naic_number"":""25585""}}"
Argonaut Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""San Antonio"",""hidden_state"":""Texas"",""hidden_street"":""175 E. Houston Street, 13th Floor"",""hidden_website"":""www.argonautgroup.com"",""hidden_zipcode"":""78205"",""hidden_domicile"":""Nebraska"",""hidden_group_name"":""Argonaut Group"",""hidden_naic_number"":""19801""}}"
Argonaut-Midwest Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""San Antonio"",""hidden_state"":""Texas"",""hidden_street"":""175 E. Houston Street, 13th Floor"",""hidden_website"":""www.argonautgroup.com"",""hidden_zipcode"":""78205"",""hidden_domicile"":""Nebraska"",""hidden_group_name"":""Argonaut Group"",""hidden_naic_number"":""19828""}}"
Armed Forces Insurance Exchange,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Leavenworth"",""hidden_phone"":""800-828-7732"",""hidden_state"":""Kansas"",""hidden_street"":""550 Eisenhower Road"",""hidden_website"":""www.afi.org"",""hidden_zipcode"":""66048"",""hidden_domicile"":""Kansas"",""hidden_naic_number"":""41459""}}"
Ascot Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_state"":""New York"",""hidden_street"":""55 West 46th Street"",""hidden_website"":""www.catalinare.com"",""hidden_zipcode"":""10036"",""hidden_domicile"":""Colorado"",""hidden_group_name"":""Ascot Ins US Grp"",""hidden_naic_number"":""23752""}}"
Ashmere Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Fort Lauderdale"",""hidden_state"":""Florida"",""hidden_street"":""401 East Las Olas Boulevard, Suite 1540"",""hidden_website"":""www.auw.com"",""hidden_zipcode"":""33301"",""hidden_domicile"":""Florida"",""hidden_group_name"":""AU Holding Co."",""hidden_naic_number"":""40398""}}"
Aspen American Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Rocky Hill"",""hidden_state"":""Connecticut"",""hidden_street"":""400 Capitol Boulevard, Suite 200"",""hidden_website"":""www.aon.com"",""hidden_zipcode"":""06067"",""hidden_domicile"":""Texas"",""hidden_group_name"":""Apollo Global Management Group"",""hidden_naic_number"":""43460""}}"
Aspen Insurance UK Limited,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Rocky Hill"",""hidden_state"":""Connecticut"",""hidden_street"":""175 Capital Boulevard"",""hidden_zipcode"":""06067"",""hidden_domicile"":""England"",""hidden_naic_number"":""11680""}}"
Associated Mutual Insurance Cooperative,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodridge"",""hidden_phone"":""914-434-4550"",""hidden_state"":""New York"",""hidden_street"":""PO Box 307"",""hidden_zipcode"":""12789"",""hidden_domicile"":""New York"",""hidden_naic_number"":""16489""}}"
AtHome Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodridge"",""hidden_state"":""New Jersey"",""hidden_street"":""581 Mail Street, Suite 400"",""hidden_website"":""www.21st.com"",""hidden_zipcode"":""07095"",""hidden_domicile"":""New Jersey"",""hidden_group_name"":""Palisades Group"",""hidden_naic_number"":""23833""}}"
Atain Specialty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Farmington Hills"",""hidden_state"":""Michigan"",""hidden_street"":""30833 Northwestern Highway, Suite 220"",""hidden_zipcode"":""48334"",""hidden_domicile"":""Michigan"",""hidden_group_name"":""AJK Holdings"",""hidden_naic_number"":""17159""}}"
Atlantic Specialty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Plymouth"",""hidden_phone"":""952-852-2431"",""hidden_state"":""Minnesota"",""hidden_street"":""605 Highway 169 North, Suite 800"",""hidden_website"":""www.onebeacon.com"",""hidden_zipcode"":""55441"",""hidden_domicile"":""New York"",""hidden_group_name"":""Intact Financial Group"",""hidden_naic_number"":""27154""}}"
"Atradius Trade Credit Insurance, Inc.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Hunt Valley"",""hidden_state"":""Maryland"",""hidden_street"":""230 Schilling Circle, Suite 240"",""hidden_website"":""www.atradius.com"",""hidden_zipcode"":""21031"",""hidden_domicile"":""Maryland"",""hidden_naic_number"":""25422""}}"
Auto Club Insurance Association,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Dearborn"",""hidden_state"":""Michigan"",""hidden_street"":""1 Auto Club Drive"",""hidden_website"":""www.autoclubgroup.com/michigan/insurance"",""hidden_zipcode"":""48126"",""hidden_domicile"":""Michigan"",""hidden_group_name"":""Automobile Club MI Group"",""hidden_naic_number"":""21202""}}"
Avis Rent a Car,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Parsippany"",""hidden_state"":""New Jersey"",""hidden_street"":""379 Interpace Parkway"",""hidden_zipcode"":""07054""}}"
Aviva Insurance Company of Canada (U.S. Branch),true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_phone"":""212-371-8855"",""hidden_state"":""New York"",""hidden_street"":""445 Park Avenue, 7th Floor"",""hidden_zipcode"":""10022"",""hidden_domicile"":""Canada"",""hidden_naic_number"":""36579""}}"
